drugName	cui	tty
Bismuth oxysalicylate	drugBank01294	Synonyms
Tacosal	drugBank00252	Brand_Names
Ulzol	drugBank00338	Brand_Names
Siraliden	drugBank00698	Brand_Names
Uracil mustard	drugBank00791	Generic_Name
Flusol	drugBank00196	Brand_Names
N, N'-Diphenyl Sulfondiamide	drugBank00250	Synonyms
Levallorphan	drugBank00504	Generic_Name
Tranquil	drugBank00371	Brand_Names
(9Z,12Z,15Z)-Octadecatrienoic acid	drugBank00132	Synonyms
2-[3-(Trifluoromethyl)anilino]nicotinic acid	drugBank04552	Synonyms
Durater	drugBank00927	Brand_Names
Badil	drugBank00406	Brand_Names
Aeronesin	drugBank00874	Brand_Names
Pipecuronium bromide	drugBank01338	Synonyms
Sodium diatrizoate	drugBank00271	Synonyms
Ami-Tex	drugBank00397	Brand_Names
Narol	drugBank00490	Brand_Names
Cyclophosphoramide	drugBank00531	Brand_Names
Achletin	drugBank01021	Brand_Names
Methionin	drugBank01646	Brand_Names
Hitabutyzyne	drugBank00354	Brand_Names
Toliman	drugBank00568	Brand_Names
Isradipine	drugBank00270	Generic_Name
Daunorubicine	drugBank00694	Brand_Names
Flutizide	drugBank00774	Brand_Names
Adrenergic Agonists	drugBank00449	Drug_Category
L-Aspartamine	drugBank00174	Synonyms
Nalfon	drugBank00573	Brand_Names
Syntodril	drugBank01075	Brand_Names
Cipralex	drugBank01175	Synonyms
Fish berry	drugBank00466	Brand_Names
Methyl Nonanoate	drugBank01631	Generic_Name
Bonidin	drugBank00328	Brand_Names
Novo-glimepiride	drugBank00222	Brand_Names
lisinopril	drugBank00722	Synonyms
Xigris	drugBank00055	Brand_Names
Rythmodan	drugBank00280	Brand_Names
Coumadin	drugBank00682	Brand_Names
Nemapan	drugBank00730	Brand_Names
Fragmin B	drugBank01109	Brand_Names
Candoxatrilat	drugBank00616	Brand_Names
Nostril	drugBank00388	Brand_Names
Carboxine	drugBank04657	Synonyms
Decacortin	drugBank01234	Brand_Names
Reclast	drugBank00399	Brand_Names
Valadol	drugBank00316	Brand_Names
Muamycin	drugBank00305	Brand_Names
BAPG	drugBank03446	Synonyms
Metaxalona [INN-Spanish]	drugBank00660	Synonyms
Diminazine	drugBank03608	Synonyms
Virazid	drugBank00811	Brand_Names
Halothanum [INN-Latin]	drugBank01159	Synonyms
kepivance	drugBank00039	RxList_Link
Fluorocortisol	drugBank00687	Brand_Names
Dopal-Fher	drugBank01235	Brand_Names
Ortho-Novum 7 7 7	drugBank00717	Brand_Names
5-Chloro-8-hydroxy-7-iodoquinoline	drugBank04815	Synonyms
Viserul	drugBank00863	Brand_Names
Kyselina 2-hydroxybenzoova	drugBank00936	Brand_Names
Nipride	drugBank00325	Brand_Names
Fenazil	drugBank01069	Brand_Names
Doral	drugBank00153	Brand_Names
Methased	drugBank04833	Brand_Names
Dobutamine Hcl	drugBank00841	Brand_Names
Rinderon A	drugBank00443	Brand_Names
N-Benzylformamide	drugBank02481	Generic_Name
Cytosine, beta-D-arabinoside	drugBank00987	Synonyms
DL-Methadone hydrochloride	drugBank00333	Synonyms
fenoprofen	drugBank00573	RxList_Link
Nisona	drugBank00635	Brand_Names
Nicotrol Ns	drugBank00184	Brand_Names
Evista	drugBank00481	Brand_Names
Cycmin	drugBank00383	Brand_Names
Mo(Vi)(=O)(Oh)2 Cluster	drugBank04494	Generic_Name
2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine	drugBank02463	Generic_Name
Pirenzepin	drugBank00670	Brand_Names
Pentamide	drugBank00738	Synonyms
Detigon	drugBank04837	Brand_Names
Ismn Heumann	drugBank01020	Brand_Names
Carbamohydroximic Acid	drugBank01005	Synonyms
Vagimid	drugBank00916	Brand_Names
Cevalin	drugBank00126	Brand_Names
Antisacer	drugBank00252	Brand_Names
Chocola A	drugBank00162	Brand_Names
N-Methylhyoscine Bromide	drugBank00462	Synonyms
Reskinnamin	drugBank01180	Brand_Names
ProstaScint	drugBank00089	Brand_Names
Benzamidine	drugBank03127	Generic_Name
apraclonidine	drugBank00964	RxList_Link
3-sulphino-L-alanine	drugBank02153	Brand_Names
Flutex	drugBank00620	Brand_Names
Flecainide acetate	drugBank01195	Synonyms
Pentrexl	drugBank00415	Brand_Names
Gastrobid	drugBank01233	Brand_Names
Vitamin B6 hydrochloride	drugBank00147	Synonyms
TMC-114	drugBank01264	Synonyms
Norvaline	drugBank04185	Generic_Name
Tiabendazole	drugBank00730	Synonyms
Keralyt	drugBank00936	Brand_Names
fluoxetine	drugBank00472	RxList_Link
Yieronia	drugBank01592	Brand_Names
israd	drugBank00270	RxList_Link
N-(1-Methyl-2-phenylethyl)-gamma-phenylbenzenepropanamine	drugBank04825	Synonyms
Lefunomide [INN-Spanish]	drugBank01097	Synonyms
Azalaic Acid	drugBank00548	Synonyms
Oxeol	drugBank01408	Brand_Names
Vasodilatan	drugBank00797	Brand_Names
L-Ascorbic Acid	drugBank00126	Synonyms
Maprotylina [Polish]	drugBank00934	Synonyms
Clomocycline	drugBank00453	Generic_Name
Contradol	drugBank03783	Brand_Names
Andaxin	drugBank00371	Brand_Names
Glaucon	drugBank00668	Brand_Names
(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid	drugBank04270	Generic_Name
Raniclor	drugBank00833	Brand_Names
Nico-Dust	drugBank00184	Brand_Names
Nolvasan	drugBank00878	Brand_Names
Liquemin	drugBank01109	Brand_Names
4-Imidazolmethylene-5-Imidazolone Chromophore	drugBank02356	Generic_Name
Ursolvan	drugBank01586	Brand_Names
Efloran	drugBank00916	Brand_Names
nilutam	drugBank00665	RxList_Link
Alsiodol	drugBank01436	Brand_Names
1,8-Octylenediamine	drugBank04333	Synonyms
cinchocaine hydrochloride	drugBank00527	Brand_Names
Desphen	drugBank00446	Brand_Names
2,5-Dimethoxy-4-ethylamphetamine	drugBank01467	Generic_Name
Glyfyllin	drugBank00651	Brand_Names
Disopyramidum [INN-Latin]	drugBank00280	Synonyms
Lemascorb	drugBank00126	Brand_Names
Hydroxystilbamidine Isethionate	drugBank01040	Generic_Name
Pyridostigmine Bromine	drugBank00545	Synonyms
Aldocortene	drugBank04630	Synonyms
Tenex	drugBank01018	Brand_Names
Danizol	drugBank00916	Brand_Names
Quazepamum [inn-latin]	drugBank01589	Synonyms
Biperidene [INN-French]	drugBank00810	Synonyms
Isocarboxazide [INN-French]	drugBank01247	Synonyms
Elanil	drugBank00321	Brand_Names
Pehacort	drugBank00635	Brand_Names
Ibuprofen	drugBank01050	Generic_Name
Celecoxib	drugBank00482	Generic_Name
Nisolone	drugBank00860	Brand_Names
Antipruritic Agents	drugBank00240	Drug_Category
Monistat Dual- PAK	drugBank01110	Brand_Names
renese	drugBank01324	RxList_Link
Acetosalin	drugBank00945	Brand_Names
Gastrin-1 Human	drugBank00940	Brand_Names
Nalbufina [DCIT]	drugBank00844	Brand_Names
Q-Gesic	drugBank00371	Brand_Names
Optia	drugBank06285	Brand_Names
Dextran iron	drugBank00893	Synonyms
Lopac-F-100	drugBank04842	Brand_Names
Sitagliptin	drugBank01261	Generic_Name
Distaclor	drugBank00833	Brand_Names
Mesural	drugBank00475	Brand_Names
Dibenzyline	drugBank00925	Brand_Names
Luprac	drugBank00214	Brand_Names
Delta-Stab	drugBank00860	Brand_Names
Indomee	drugBank00328	Brand_Names
Ismipur	drugBank01033	Brand_Names
Carbamoyl Oxime	drugBank01005	Synonyms
Sodium oxybate	drugBank01440	Synonyms
Daranide	drugBank01144	Brand_Names
Cyprenorphine	drugBank01480	Generic_Name
Metipranolol hydrochloride	drugBank01214	Synonyms
Fectrim	drugBank00440	Brand_Names
Apsedon	drugBank01556	Brand_Names
2-Methyl-4-phenyl-1,2,3,4-tetrahydro-8-isoquinolinamine	drugBank04821	Synonyms
5-Bromothienyldeoxyuridine	drugBank03804	Generic_Name
Amodiaquine	drugBank00613	Generic_Name
Trifluoroethanol	drugBank03226	Generic_Name
BL-4162A	drugBank00261	Synonyms
Tryptazine Dihydrochloride	drugBank00831	Brand_Names
Amipenix S	drugBank00415	Brand_Names
Testiculosterone	drugBank00624	Brand_Names
Nalidic acid	drugBank00779	Brand_Names
2,6-naphthalenedisulfonic acid	drugBank04640	Synonyms
Ibrovek	drugBank01595	Brand_Names
Serotonin Agonists	drugBank00216	Drug_Category
Eserine Sulfate	drugBank00981	Synonyms
1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol	drugBank02992	Generic_Name
Delcortol	drugBank00860	Brand_Names
Trysul	drugBank00634	Brand_Names
Ethambutol	drugBank00330	Generic_Name
Acido pamidronico [INN-Spanish]	drugBank00282	Synonyms
Sodium hydrocarbonate	drugBank01390	Synonyms
1-alpha-acetylmethadol	drugBank01227	Synonyms
Emeticon	drugBank00767	Brand_Names
Vascoten	drugBank00335	Brand_Names
Dowflake	drugBank01164	Brand_Names
Haldol Decanoate	drugBank00502	Brand_Names
Cephapirin Sodium	drugBank01139	Synonyms
Sombucaps	drugBank01355	Brand_Names
Mirtazapinum [INN-Latin]	drugBank00370	Synonyms
Travelon	drugBank00737	Brand_Names
Clioquinol	drugBank04815	Generic_Name
acarbose	drugBank00284	RxList_Link
2'-Deoxycytidine-5'-Triphosphate	drugBank03258	Generic_Name
Lomustinum [INN-Latin]	drugBank01206	Synonyms
Granulocyte colony-stimulating factor precursor	drugBank00019	Synonyms
Propacil	drugBank00550	Synonyms
Rozex	drugBank01180	Brand_Names
Parocin	drugBank00814	Brand_Names
(E)-3-(2-Hydroxyphenyl)-2-propenoic acid	drugBank01650	Synonyms
Novo-Poxide	drugBank00475	Brand_Names
Vallergan	drugBank01246	Brand_Names
Para-aminosalicylic acid	drugBank00233	Synonyms
2'3'-Dideoxyinosine	drugBank02392	Generic_Name
Carisoprodol	drugBank00395	Generic_Name
Empecid	drugBank00257	Brand_Names
Starilettae	drugBank01174	Brand_Names
5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide	drugBank03228	Generic_Name
Inalone	drugBank00394	Brand_Names
Miltown	drugBank00371	Brand_Names
Hexadrol Elixir	drugBank01234	Brand_Names
Lertus	drugBank01009	Brand_Names
Benzononatine	drugBank00868	Synonyms
Nicotergoline	drugBank00699	Brand_Names
Gynpolar	drugBank00783	Brand_Names
Meticortelone	drugBank00860	Brand_Names
diacetylmorphine	drugBank01452	Synonyms
Tulyl	drugBank00874	Brand_Names
Gestron	drugBank00396	Brand_Names
Butalgin	drugBank00333	Brand_Names
Cor-Theophylline	drugBank00651	Brand_Names
Cellobiose	drugBank02061	Generic_Name
Arabinofuranosyladenine Triphosphate	drugBank00194	Synonyms
Normephentermine	drugBank00191	Brand_Names
Nadib	drugBank01016	Brand_Names
Epihydan	drugBank00252	Brand_Names
Entacaponum [INN-Latin]	drugBank00494	Synonyms
Prednovister	drugBank00635	Brand_Names
(E)-(4S,6S)-6-((S)-2-{(S)-2-[(FURAN-2-CARBONYL)-AMINO]-3-METHYL-BUTYRYLAMINO}-3-METHYL-BUTYRYLAMINO)-8-METHYL-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID ETHYL ESTER	drugBank04613	Generic_Name
Aclonium	drugBank00996	Brand_Names
Novapirina	drugBank00586	Brand_Names
Para-Xylene	drugBank03463	Generic_Name
Uridine-5'-Monophosphate 2-Deoxy-2-Fluoro-Galactopyranosyl-Monophosphate Ester	drugBank02976	Generic_Name
Tolcapone	drugBank00323	Generic_Name
[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,	drugBank02420	Generic_Name
Mileran	drugBank01008	Brand_Names
Bismuth Violet	drugBank00406	Brand_Names
Sulfanilamidopyrimidine	drugBank00359	Synonyms
Nobedon	drugBank00316	Brand_Names
Butylbiguanide	drugBank04830	Synonyms
Sentonil	drugBank00813	Brand_Names
Prostaglandin E1	drugBank00770	Brand_Names
Novo-Indapamide	drugBank00808	Brand_Names
Oxamic Acid	drugBank03940	Generic_Name
Ulsen	drugBank00338	Brand_Names
CC-5013	drugBank00480	Synonyms
Epinephrine	drugBank00668	Generic_Name
Epirubicina [INN-Spanish]	drugBank00445	Brand_Names
Demethylchlorotetracycline	drugBank00618	Brand_Names
3,3-Bis(p-hydroxyphenyl)-2-indolinone	drugBank04823	Synonyms
Hycamtin	drugBank01030	Brand_Names
Ampicillina [Dcit]	drugBank00415	Synonyms
Sulfadimethylisoxazole	drugBank00263	Synonyms
Pentamycetin Ophthalmic Ointment	drugBank00446	Brand_Names
Pap H	drugBank01113	Brand_Names
Methocidine [INN-French]	drugBank00219	Synonyms
Levetiracetam	drugBank01202	Generic_Name
Fencamfaminum [inn-latin]	drugBank01463	Synonyms
Eusulpid	drugBank00391	Brand_Names
Pan-tranquil	drugBank00371	Brand_Names
Pseudoephedrine D-Form	drugBank00852	Brand_Names
Nitrogen monooxide	drugBank00435	Brand_Names
Noctosediv	drugBank01041	Brand_Names
Neoperidole	drugBank01100	Brand_Names
Morphitec	drugBank00295	Brand_Names
ComboPen	drugBank00733	Brand_Names
Epirubicinum [INN-Latin]	drugBank00445	Brand_Names
Tissue Adhesives	drugBank02579	Drug_Category
cefsod	drugBank01327	RxList_Link
Aviomarin	drugBank00985	Brand_Names
Toot	drugBank00907	Synonyms
Bismethin	drugBank04825	Brand_Names
Pathocil	drugBank00485	Brand_Names
Quinidex	drugBank00908	Brand_Names
Flavin	drugBank00140	Brand_Names
Isopto Hyoscine	drugBank00747	Brand_Names
Duratenol	drugBank00335	Brand_Names
Macrolides	drugBank00954	Drug_Category
Neuchlonic	drugBank01595	Brand_Names
Feronate	drugBank01592	Brand_Names
Glibenclamid-Ratiopharm	drugBank01016	Brand_Names
Rondomycin	drugBank00931	Brand_Names
(e)-thiothixene	drugBank01623	Synonyms
Cardiomone	drugBank00131	Brand_Names
Superprednol	drugBank01234	Brand_Names
Nifuzon	drugBank00336	Brand_Names
Proleukin	drugBank00041	Brand_Names
Zefxon	drugBank00338	Brand_Names
delta-Aminolevulinic acid	drugBank00855	Synonyms
Adrenergic alpha-Agonists	drugBank00211	Drug_Category
Flavo	drugBank03496	Synonyms
Vitamin A	drugBank00162	Generic_Name
Vanquish	drugBank00945	Brand_Names
Hydol	drugBank00695	Brand_Names
Monofuracin	drugBank00336	Brand_Names
Marfloxacin	drugBank01165	Brand_Names
Diabinese	drugBank00672	Brand_Names
Turixin	drugBank00410	Brand_Names
Diethylstilbesterol	drugBank00255	Synonyms
Paceum	drugBank00829	Brand_Names
Caffein	drugBank00201	Synonyms
Cortoxide	drugBank00741	Brand_Names
Cabergolinum [Latin]	drugBank00248	Synonyms
Cobalt Hexammine Ion	drugBank03350	Generic_Name
Pidorubicinum [INN-Latin]	drugBank00445	Brand_Names
Bilignost	drugBank04711	Brand_Names
N6-Benzyl Adenosine-5'-Diphosphate	drugBank01893	Generic_Name
Mirbanil	drugBank00391	Brand_Names
Cyclohexanol	drugBank03703	Generic_Name
Econochlor	drugBank00446	Brand_Names
BV1	drugBank04210	Generic_Name
Centedein	drugBank00422	Brand_Names
N-Methyl-Lysine	drugBank01714	Generic_Name
N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine	drugBank02558	Generic_Name
Ibu-Slo	drugBank01050	Brand_Names
Pendramine	drugBank00859	Brand_Names
Fondaparinux	drugBank00569	Brand_Names
Histargan	drugBank01069	Brand_Names
Fontego	drugBank00887	Brand_Names
Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol	drugBank03928	Generic_Name
bepridil	drugBank01244	RxList_Link
Akbeta	drugBank01210	Brand_Names
N-Bromoacetyl-Aminoethyl Phosphate	drugBank02257	Generic_Name
1-Hydroxyamine-2-Isobutylmalonic Acid	drugBank02326	Generic_Name
Roscorbic	drugBank00126	Brand_Names
Dosegran	drugBank01246	Brand_Names
Cyclomycin	drugBank00260	Brand_Names
Methoxolone	drugBank00660	Synonyms
Contraceptives, Postcoital, Synthetic	drugBank00834	Drug_Category
Estron	drugBank00655	Brand_Names
4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid	drugBank04044	Generic_Name
Calmepam	drugBank01558	Brand_Names
Dexone 4	drugBank01234	Brand_Names
Heparin Leo	drugBank01109	Brand_Names
Paraplatin-AQ	drugBank00958	Brand_Names
Thymidylic acid polymer	drugBank01643	Synonyms
(S)-2-Aminopentanedioic acid	drugBank00142	Synonyms
Flumen	drugBank00880	Brand_Names
donepezil	drugBank00843	RxList_Link
{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid	drugBank03327	Generic_Name
Exangit	drugBank00868	Brand_Names
Benzydroflumethiazide	drugBank00436	Synonyms
Seocalcitol	drugBank04258	Generic_Name
Ethosuccinimide	drugBank00593	Synonyms
DEA No. 2781	drugBank00962	Synonyms
OncoScint	drugBank00057	Brand_Names
Hemopar	drugBank00513	Brand_Names
K-Sol	drugBank00761	Brand_Names
P-Aminosalicylic Acid	drugBank00233	Synonyms
Monobenzyl hydroquinone	drugBank00600	Synonyms
Nitrazepamum [inn-latin]	drugBank01595	Synonyms
Flavin Bb	drugBank00140	Brand_Names
(s)-alpha-methylbenzeneethanamine	drugBank01576	Synonyms
Minophagen A	drugBank00125	Brand_Names
(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid	drugBank03513	Generic_Name
Meprobamatum [INN-Latin]	drugBank00371	Synonyms
Ladakamycin	drugBank00928	Brand_Names
Hydromox	drugBank01325	Brand_Names
Flutamide	drugBank00499	Generic_Name
Dihydrochlorothiazidum	drugBank00999	Synonyms
Benzodiazepines	drugBank00186	Drug_Category
Toprol-XL	drugBank00264	Brand_Names
Cefalotine [INN-French]	drugBank00456	Synonyms
Profemin	drugBank00695	Brand_Names
Aniline Violet pyoktanine	drugBank00406	Brand_Names
Selipran	drugBank00175	Brand_Names
Benzatropinum [INN-Latin]	drugBank00245	Synonyms
OPANA ER	drugBank01192	Brand_Names
Digitekt	drugBank00390	Brand_Names
Atarox	drugBank00557	Brand_Names
Orlipastatum [INN-Latin]	drugBank01083	Synonyms
Sexadien	drugBank00890	Brand_Names
Telidal	drugBank03585	Brand_Names
Relisorm	drugBank00644	Brand_Names
Naltrexone [Usan:Ban:Inn]	drugBank00704	Brand_Names
Nitrolingual Pump Spray	drugBank00727	Brand_Names
2-Fluoro-2'-Deoxyadenosine	drugBank02947	Generic_Name
Amitril	drugBank00321	Brand_Names
Formtone-HC	drugBank04815	Brand_Names
Glimid	drugBank01437	Brand_Names
Methypatch	drugBank00422	Brand_Names
Ipratropium	drugBank00332	Generic_Name
Sodium para-Aminohippurate	drugBank00345	Synonyms
Somnafac	drugBank04833	Brand_Names
Darachlor	drugBank00205	Brand_Names
c7E3	drugBank00054	Synonyms
Ritodrine	drugBank00867	Generic_Name
pioglitazone HCl	drugBank01132	Synonyms
orphen	drugBank01173	RxList_Link
Proventil	drugBank01001	Brand_Names
2-Carboxyphenyl acetate	drugBank00945	Synonyms
Seril	drugBank00371	Brand_Names
Azlocillin	drugBank01061	Generic_Name
M.V.I.-12	drugBank00162	Brand_Names
Valproate semisodium	drugBank00313	Synonyms
Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	drugBank03262	Generic_Name
Mamalexin	drugBank00567	Brand_Names
Betagan	drugBank01210	Brand_Names
Ceptaz	drugBank00438	Brand_Names
D-Mannuronic Acid	drugBank01982	Generic_Name
Benzcurine Iodide	drugBank00483	Synonyms
Free Radical Scavengers	drugBank00126	Drug_Category
Nitroprusside	drugBank00325	Generic_Name
4-Phenyl-1h-Imidazole	drugBank03254	Generic_Name
Jellin	drugBank00591	Brand_Names
Trepenol WA	drugBank00815	Brand_Names
Loteprednol Etabonate	drugBank00873	Generic_Name
Aureomykoin	drugBank00256	Brand_Names
Methylphosphinic Acid	drugBank02845	Generic_Name
Cardura-1	drugBank00590	Brand_Names
Furina	drugBank00698	Brand_Names
Central Nervous System Depressants	drugBank00898	Drug_Category
Cefadina	drugBank00567	Brand_Names
Glucozide	drugBank01067	Brand_Names
Demethylamitriptylene	drugBank00540	Brand_Names
Compound J	drugBank00224	Synonyms
Alpha-methyl-alpha-phenyl n-methyl succinimide	drugBank05246	Synonyms
Gluco-Rite	drugBank01067	Brand_Names
Rauwiloid	drugBank00386	Brand_Names
Furacin	drugBank00336	Brand_Names
Norimin	drugBank00717	Brand_Names
Mulsiferol	drugBank00153	Brand_Names
IL-1ra	drugBank00026	Synonyms
adefovir dipivoxil	drugBank00718	Synonyms
Ankebin	drugBank01039	Brand_Names
Cyclospasmol	drugBank04838	Brand_Names
s
Penicillin-G Potassium	drugBank01053	Brand_Names
Megatope	drugBank00064	Brand_Names
Cortef Acetate	drugBank00741	Brand_Names
Baby Anbesol	drugBank01086	Brand_Names
Locholest	drugBank01432	Brand_Names
Temozolodida [Spanish]	drugBank00853	Synonyms
Pepfamin	drugBank00927	Brand_Names
Dorassin	drugBank00874	Brand_Names
Levanxol	drugBank00231	Brand_Names
Kaliduron	drugBank00761	Brand_Names
C-1027 Aromatized Chromophore	drugBank03933	Generic_Name
Esopral	drugBank00736	Brand_Names
Neosporin-H Ear	drugBank00741	Brand_Names
Megestin	drugBank00351	Brand_Names
Rapinyl	drugBank00813	Brand_Names
Guanosine-5'-Diphosphate-Rhamnose	drugBank02547	Generic_Name
Betamamallet	drugBank00443	Brand_Names
Metoxamina [INN-Spanish]	drugBank00723	Brand_Names
Marcumar	drugBank00946	Brand_Names
Bioretic	drugBank00695	Brand_Names
Vi-Twel	drugBank00115	Brand_Names
Alosetron	drugBank00969	Generic_Name
Remular	drugBank00356	Brand_Names
vorinostat	drugBank02546	Synonyms
Phenobarbitol	drugBank01174	Synonyms
Celestene	drugBank00443	Brand_Names
Vasoxine	drugBank00723	Brand_Names
Streptomycin a Sulfate	drugBank01082	Synonyms
Stieva-a Forte	drugBank00755	Brand_Names
Cemill	drugBank00126	Brand_Names
BiCNU	drugBank00262	Brand_Names
Bacitracin Bacillus licheniformis	drugBank00626	Brand_Names
campral	drugBank00659	RxList_Link
Sedazin	drugBank00186	Brand_Names
Acide tienilique [inn-french]	drugBank04831	Synonyms
abcixim	drugBank00054	RxList_Link
I-Chlor Ophthalmic Solution	drugBank00446	Brand_Names
Cytidine-5'-Triphosphate	drugBank02431	Generic_Name
1,4-Diethylene Dioxide	drugBank03316	Generic_Name
Ogostal	drugBank00314	Brand_Names
2,5-DIBROMO-3-ISOPROPYL-6-METHYLBENZO-1,4-QUINONE	drugBank04646	Synonyms
Dichloromethanediphosphonic acid	drugBank00720	Brand_Names
Varenicline	drugBank01273	Generic_Name
Ethyl clofibrate	drugBank00636	Synonyms
Naloxiphan	drugBank00504	Brand_Names
Urocydal	drugBank00576	Brand_Names
DL-Homatropine methyl bromide	drugBank00725	Brand_Names
Nordet	drugBank00367	Brand_Names
Hyphanox	drugBank01167	Brand_Names
Acillin	drugBank00415	Brand_Names
Cephalosporin C	drugBank03313	Generic_Name
Neo-Tireol	drugBank00389	Brand_Names
Oestradiol	drugBank00783	Brand_Names
Ethotoin	drugBank00754	Generic_Name
Glycyl-L-Alpha-Amino-Epsilon-Pimelyl-D-Alanine	drugBank03927	Generic_Name
Modafinil [Usan:Inn]	drugBank00745	Brand_Names
Thenalidinum [inn-latin]	drugBank04826	Synonyms
Cardizem	drugBank00343	Brand_Names
Meprocompren	drugBank00371	Brand_Names
Zuclopenthixol	drugBank01624	Generic_Name
Panets	drugBank00316	Brand_Names
Idulea	drugBank00249	Brand_Names
Neuthion	drugBank00143	Brand_Names
Platinex	drugBank00515	Brand_Names
Levamisol [INN-Spanish]	drugBank00848	Synonyms
Trimetrexatum [INN-Latin]	drugBank01157	Synonyms
cefotax	drugBank00493	RxList_Link
Esofex	drugBank00863	Brand_Names
Rozon	drugBank00863	Brand_Names
Bucet	drugBank00316	Brand_Names
Kaskay	drugBank00761	Brand_Names
Cirponyl	drugBank00371	Brand_Names
Chlorotrianisene	drugBank00269	Generic_Name
vinblastine	drugBank00570	RxList_Link
oxico	drugBank00239	RxList_Link
Hormofemin	drugBank00890	Brand_Names
Parphezein	drugBank00392	Brand_Names
Tapar	drugBank00316	Brand_Names
Romphenil	drugBank00446	Brand_Names
Tofraniln A	drugBank00458	Brand_Names
Lucanthone monohydrochloride	drugBank04967	Synonyms
Anoprolin	drugBank00437	Brand_Names
ketoprof	drugBank01009	RxList_Link
Trimeprazine hemi-(+)tartrate	drugBank01246	Synonyms
Emal 2F30	drugBank00815	Brand_Names
Apo-Guanethidine	drugBank01170	Brand_Names
2-Mercaptoethanamine	drugBank00847	Synonyms
Sodium nitroprusside extra pure	drugBank00325	Synonyms
Sumicure S	drugBank00250	Brand_Names
Mydrilate	drugBank00979	Brand_Names
Diarr-Eze	drugBank00836	Brand_Names
Febro-Gesic	drugBank00316	Brand_Names
FK-463	drugBank01141	Synonyms
De-Rat Concentrate	drugBank00153	Brand_Names
Prazepine	drugBank00458	Brand_Names
Benzonatate	drugBank00868	Generic_Name
Belustine	drugBank01206	Brand_Names
Buprenorphinum [INN-Latin]	drugBank00921	Synonyms
Fludrocortisone Acetate	drugBank00687	Brand_Names
Chlorofair Ophthalmic Solution	drugBank00446	Brand_Names
Penicilamina [INN-Spanish]	drugBank00859	Synonyms
entocort	drugBank01222	RxList_Link
Rubex	drugBank00997	Brand_Names
Ultiva	drugBank00899	Brand_Names
10-Propargyl-5,8-Dideazafolic Acid	drugBank03541	Generic_Name
Norepinephrine-Reuptake Inhibitors	drugBank00344	Drug_Category
Cis-DDP	drugBank00515	Synonyms
1,7,7-Trimethylbicyclo(2.2.1)heptane	drugBank04501	Synonyms
Cinaperazine	drugBank00568	Brand_Names
R/AMP	drugBank01045	Brand_Names
Omebeta 20	drugBank00338	Brand_Names
Dolophine	drugBank00333	Brand_Names
(6r,1'r,2's)-5,6,7,8 Tetrahydrobiopterin	drugBank02692	Generic_Name
Cyclessa	drugBank00304	Brand_Names
Rectoid	drugBank00741	Brand_Names
Trocoxidil	drugBank00350	Brand_Names
Nincaluicolflastine	drugBank00570	Brand_Names
Depo-Testosterone	drugBank00624	Brand_Names
Glutetimid	drugBank01437	Synonyms
Ocusert Pilo-40	drugBank01085	Brand_Names
Kitazemin	drugBank01071	Brand_Names
Chemouag	drugBank00263	Brand_Names
Norditropin	drugBank00052	Brand_Names
MEDR-640	drugBank00640	Synonyms
Benzphetamine	drugBank00865	Generic_Name
Tagocid	drugBank06149	Brand_Names
Astemisol	drugBank00637	Brand_Names
2-Benzyl-3-Iodopropanoic Acid	drugBank03441	Generic_Name
Genistein	drugBank01645	Generic_Name
Antiarrhythmic Agents	drugBank00204	Drug_Category
Sulfadiazine silver	drugBank05245	Synonyms
Tioproferazina [inn-spanish]	drugBank01622	Synonyms
2,3-Didehydroalanine	drugBank02688	Generic_Name
Neo-Synephrine Nasal Jelly	drugBank00388	Brand_Names
Dihydro-Acarbose	drugBank04226	Generic_Name
4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline	drugBank03921	Generic_Name
Polaratyne	drugBank00455	Brand_Names
Pyrolignite of lime	drugBank00258	Synonyms
Arpicolin	drugBank00387	Brand_Names
Metformin	drugBank00331	Generic_Name
Asthmolysin	drugBank00651	Brand_Names
1-Methyl-4-amino-N-phenyl-N-(2-thenyl)piperidine	drugBank04826	Synonyms
4'-Hydroxyflavanone	drugBank04429	Generic_Name
Choline carbamate chloride	drugBank00411	Brand_Names
